"","player_id","player"
"867",201942,"DeMar DeRozan"
"868",76562,"Hank DeZonie"
"869",76544,"Greg Deane"
"870",203473,"Dewayne Dedmon"
"871",76546,"Archie Dees"
"872",143,"Terry Dehere"
"873",76548,"Red Dehnert"
"874",1626214,"Bryce Dejean-Jones"
"875",1626155,"Sam Dekker"
"876",219,"Vinny Del Negro"
"877",1627098,"Malcolm Delaney"
"878",183,"Bison Dele"
"879",2568,"Carlos Delfino"
"880",960,"Tony Delk"
"881",203521,"Matthew Dellavedova"
"882",76552,"Fennis Dembo"
"883",76553,"Larry Demic"
"884",725,"Dell Demps"
"885",76555,"George Dempsey"
"886",2736,"Luol Deng"
"887",76556,"Kenny Dennard"
"888",76557,"Blaine Denning"
"889",202458,"Justin Dentmon"
"890",76558,"Randy Denton"
"891",76559,"Rod Derline"
"892",76560,"Dave Deutsch"
"893",76561,"Walter Devlin"
"894",76568,"Ernie DiGregorio"
"895",1760,"Derrick Dial"
"896",1627767,"Cheick Diallo"
"897",2564,"Boris Diaw"
"898",200821,"Yakhouba Diawara"
"899",200799,"Guillermo Diaz"
"900",2424,"Dan Dickau"
"901",2079,"Kaniel Dickens"
"902",76563,"Henry Dickerson"
"903",1722,"Michael Dickerson"
"904",76564,"Derrek Dickey"
"905",76565,"Dick Dickey"
"906",101143,"Travis Diener"
"907",203476,"Gorgui Dieng"
"908",76566,"Connie Dierking"
"909",76567,"Coby Dietrick"
"910",76569,"Mickey Dillard"
"911",76570,"Bob Dille"
"912",76571,"John Dillon"
"913",76574,"Byron Dinkins"
"914",76575,"Jackie Dinkins"
"915",76576,"Bill Dinwiddie"
"916",203915,"Spencer Dinwiddie"
"917",101113,"Ike Diogu"
"918",2205,"DeSagana Diop"
"919",76577,"Terry Dischinger"
"920",76578,"Fred Diute"
"921",124,"Vlade Divac"
"922",2413,"Juan Dixon"
"923",1059,"Aleksandar Djordjevic"
"924",76580,"Earl Dodd"
"925",1720,"Michael Doleac"
"926",76581,"Joe Dolhon"
"927",76582,"Bob Doll"
"928",76583,"James Donaldson"
"929",76584,"Bob Donham"
"930",76586,"Billy Donovan"
"931",76585,"Harry Donovan"
"932",2039,"Keyon Dooling"
"933",76587,"Jacky Dorsey"
"934",201595,"Joey Dorsey"
"935",200763,"Quincy Douby"
"936",76588,"Bruce Douglas"
"937",76589,"John Douglas"
"938",76590,"Leon Douglas"
"939",428,"Sherman Douglas"
"940",201962,"Toney Douglas"
"941",201604,"Chris Douglas-Roberts"
"942",76592,"Lloyd Dove"
"943",202220,"Zabian Dowdell"
"944",76593,"Bill Downey"
"945",76594,"Steve Downing"
"946",76595,"Danny Doyle"
"947",76596,"Terry Dozier"
"948",201609,"Goran Dragic"
"949",204054,"Zoran Dragic"
"950",1068,"Greg Dreiling"
"951",1724,"Bryce Drew"
"952",76598,"John Drew"
"953",76599,"Larry Drew"
"954",203580,"Larry Drew"
"955",17,"Clyde Drexler"
"956",1041,"Nate Driggers"
"957",76603,"Terry Driscoll"
"958",1542,"Predrag Drobnjak"
"959",76604,"Ralph Drollinger"
"960",203083,"Andre Drummond"
"961",76623,"Dennis DuVal"
"962",76605,"Dick Duckett"
"963",404,"Kevin Duckworth"
"964",76607,"Charles Dudley"
"965",201,"Chris Dudley"
"966",201162,"Jared Dudley"
"967",76608,"Terry Duerod"
"968",76609,"Bob Duffy"
"969",76610,"Bob Duffy"
"970",2768,"Chris Duhon"
"971",1626251,"Duje Dukan"
"972",76611,"Walter Dukes"
"973",247,"Joe Dumars"
"974",30,"Richard Dumas"
"975",434,"Tony Dumas"
"976",76615,"Andy Duncan"
"977",1495,"Tim Duncan"
"978",2399,"Mike Dunleavy"
"979",76616,"Mike Dunleavy"
"980",1627739,"Kris Dunn"
"981",76617,"Pat Dunn"
"982",76618,"T.R. Dunn"
"983",2648,"Ronald Dupree"
"984",201142,"Kevin Durant"
"985",76619,"John Duren"
"986",1090,"Pat Durham"
"987",76621,"Devin Durrant"
"988",76622,"Ken Durrett"
"989",76624,"Jack Dwan"
"990",76625,"Craig Dykema"
"991",76626,"Gene Dyker"
"992",202406,"Jerome Dyson"
"993",289,"Ledell Eackles"
"994",76628,"Jim Eakins"
"995",768,"Acie Earl"
"996",76630,"Ed Earle"
"997",203921,"Cleanthony Early"
"998",76631,"Mark Eaton"
"999",76632,"Jerry Eaves"
"1000",202365,"Devin Ebanks"
"1001",76633,"Bill Ebben"
"1002",76634,"Al Eberhard"
"1003",2569,"Ndudi Ebi"
"1004",204067,"Jarell Eddie"
"1005",76635,"Patrick Eddie"
"1006",76636,"Thomas Eddleman"
"1007",76637,"Kent Edelin"
"1008",76638,"Keith Edmonson"
"1009",721,"Tyus Edney"
"1010",76646,"Bill Edwards"
"1011",898,"Blue Edwards"
"1012",2451,"Corsley Edwards"
"1013",346,"Doug Edwards"
"1014",76641,"Franklin Edwards"
"1015",229,"James Edwards"
"1016",76643,"Jay Edwards"
"1017",2823,"John Edwards"
"1018",236,"Kevin Edwards"
"1019",202197,"Shane Edwards"
"1020",76647,"Johnny Egan"
"1021",76648,"Lonnie Eggleston"
"1022",76649,"Eddie Ehlers"
"1023",378,"Craig Ehlo"
"1024",76651,"Dick Eichhorst"
"1025",458,"Howard Eisley"
"1026",1918,"Obinna Ekezie"
"1027",2064,"Khalid El-Amin"
"1028",76653,"Don Eliason"
"1029",53,"Mario Elie"
"1030",76655,"Ray Ellefson"
"1031",1627740,"Henry Ellenson"
"1032",201961,"Wayne Ellington"
"1033",76656,"Bob Elliott"
"1034",251,"Sean Elliott"
"1035",76658,"Alexander Ellis"
"1036",76664,"Bo Ellis"
"1037",107,"Dale Ellis"
"1038",1677,"Harold Ellis"
"1039",76661,"Joe Ellis"
"1040",111,"LaPhonso Ellis"
"1041",1034,"LeRon Ellis"
"1042",76663,"Leroy Ellis"
"1043",101145,"Monta Ellis"
"1044",442,"Pervis Ellison"
"1045",600010,"Len Elmore"
"1046",1922,"Francisco Elson"
"1047",76667,"Darrell Elston"
"1048",2408,"Melvin Ely"
"1049",203954,"Joel Embiid"
"1050",76668,"Wayne Embry"
"1051",2765,"Andre Emmett"
"1052",76669,"Ned Endress"
"1053",76670,"Chris Engler"
"1054",76671,"Wayne Englestad"
"1055",76672,"A.J. English"
"1056",76673,"Alex English"
"1057",76674,"Claude English"
"1058",76676,"Jojo English"
"1059",203119,"Kim English"
"1060",76675,"Scott English"
"1061",76677,"Gene Englund"
"1062",203516,"James Ennis"
"1063",203898,"Tyler Ennis"
"1064",76678,"Ray Epps"
"1065",201623,"Semih Erden"
"1066",76679,"Bo Erias"
"1067",76680,"Keith Erickson"
"1068",76681,"Julius Erving"
"1069",1915,"Evan Eschmeyer"
"1070",76682,"Jack Eskridge"
"1071",76683,"Vincenzo Esposito"
"1072",76687,"Bob Evans"
"1073",967,"Brian Evans"
"1074",76685,"Earl Evans"
"1075",202379,"Jeremy Evans"
"1076",2230,"Maurice Evans"
"1077",76686,"Mike Evans"
"1078",2501,"Reggie Evans"
"1079",201936,"Tyreke Evans"
"1080",101137,"Daniel Ewing"
"1081",121,"Patrick Ewing"
"1082",201607,"Patrick Ewing Jr."
"1083",203957,"Dante Exum"
"1084",201963,"Christian Eyenga"
"1085",203105,"Festus Ezeli"
"1086",76689,"Johnny Ezersky"
"1087",76690,"Joe Fabel"
"1088",76691,"John Fairchild"
"1089",76692,"Phil Farbman"
"1090",202702,"Kenneth Faried"
"1091",76693,"Dick Farley"
"1092",200770,"Jordan Farmar"
"1093",2824,"Desmon Farmer"
"1094",76695,"Jim Farmer"
"1095",76694,"Mike Farmer"
"1096",1108,"Tony Farmer"
"1097",76696,"Bob Faught"
"1098",203543,"Vitor Faverani"
"1099",202324,"Derrick Favors"
"1100",201174,"Nick Fazekas"
"1101",76697,"Dave Fedor"
"1102",76698,"Bob Feerick"
"1103",76699,"Butch Feher"
"1104",994,"Jamie Feick"
"1105",76701,"Ron Feiereisel"
"1106",76702,"George Feigenbaum"
"1107",76703,"Dave Feitl"
"1108",1627770,"Kay Felder"
"1109",1626245,"Cristiano Felicio"
"1110",203467,"Carrick Felix"
"1111",101230,"Noel Felix"
"1112",76704,"Ray Felix"
"1113",101109,"Raymond Felton"
"1114",76705,"Jake Fendley"
"1115",76706,"Bill Fenley"
"1116",2724,"Desmond Ferguson"
"1117",201164,"Rudy Fernandez"
"1118",76707,"Eric Fernsten"
"1119",76708,"Al Ferrari"
"1120",76709,"Rolando Ferreira"
"1121",273,"Duane Ferrell"
"1122",76711,"Arnie Ferrin"
"1123",76712,"Bob Ferry"
"1124",198,"Danny Ferry"
"1125",201178,"Kyrylo Fesenko"
"1126",76713,"Kenny Fields"
"1127",202361,"Landry Fields"
"1128",76714,"Ron Filipek"
"1129",76715,"Greg Fillmore"
"1130",76716,"Hank Finkel"
"1131",714,"Michael Finley"
"1132",76717,"Danny Finn"
"1133",1627827,"Dorian Finney-Smith"
"1134",900,"Matt Fish"
"1135",965,"Derek Fisher"
"1136",2809,"Gerald Fitch"
"1137",76720,"Bob Fitzgerald"
"1138",76719,"Dick Fitzgerald"
"1139",2033,"Marcus Fizer"
"1140",76721,"Jerry Fleishman"
"1141",76722,"Al Fleming"
"1142",76723,"Ed Fleming"
"1143",313,"Vern Fleming"
"1144",2784,"Luis Flores"
"1145",76725,"Bruce Flowers"
"1146",76726,"Sleepy Floyd"
"1147",201938,"Jonny Flynn"
"1148",76727,"Mike Flynn"
"1149",76728,"Larry Fogle"
"1150",76729,"Jack Foley"
"1151",1829,"Ike Fontaine"
"1152",76731,"Levi Fontaine"
"1153",202880,"Jeff Foote"
"1154",1627854,"Bryn Forbes"
"1155",201814,"Gary Forbes"
"1156",76732,"Alphonso Ford"
"1157",2228,"Alton Ford"
"1158",76733,"Chris Ford"
"1159",76734,"Don Ford"
"1160",76735,"Jake Ford"
"1161",76736,"Phil Ford"
"1162",101213,"Sharrod Ford"
"1163",726,"Sherell Ford"
"1164",2551,"T.J. Ford"
"1165",76738,"Donnie Forman"
"1166",76739,"Bayard Forrest"
"1167",2218,"Joseph Forte"
"1168",202622,"Courtney Fortson"
"1169",1504,"Danny Fortson"
"1170",76740,"Fred Foster"
"1171",323,"Greg Foster"
"1172",1902,"Jeff Foster"
"1173",76742,"Rod Foster"
"1174",2238,"Antonis Fotsis"
"1175",203095,"Evan Fournier"
"1176",76744,"Larry Foust"
"1177",76745,"Jerry Fowler"
"1178",1762,"Tremaine Fowlkes"
"1179",76746,"Harold Fox"
"1180",76747,"Jim Fox"
"1181",296,"Rick Fox"
"1182",200751,"Randy Foye"
"1183",1502,"Adonal Foyle"
"1184",2499,"Richie Frahm"
"1185",1883,"Steve Francis"
"1186",76748,"Tellis Frank"
"1187",76749,"Nat Frankel"
"1188",203479,"Jamaal Franklin"
"1189",204025,"Tim Frazier"
"1190",76750,"Walt Frazier"
"1191",76751,"Will Frazier"
"1192",76752,"Anthony Frederick"
"1193",202690,"Jimmer Fredette"
"1194",76753,"World Free"
"1195",200777,"Joel Freeland"
"1196",76754,"Donnie Freeman"
"1197",76755,"Gary Freeman"
"1198",76756,"Rod Freeman"
"1199",2782,"Matt Freije"
"1200",76757,"Frido Frey"
"1201",76758,"Larry Friend"
"1202",76759,"Pat Frink"
"1203",76760,"Jim Fritsche"
"1204",101112,"Channing Frye"
"1205",76761,"Bernie Fryer"
"1206",76762,"Frank Fucarino"
"1207",76763,"Herm Fuetsch"
"1208",76764,"Joe Fulks"
"1209",2673,"Hiram Fuller"
"1210",957,"Todd Fuller"
"1211",76765,"Tony Fuller"
"1212",1444,"Lawrence Funderburke"
"1213",76767,"Terry Furlow"
"1214",76768,"Billy Gabor"
"1215",2429,"Dan Gadzuric"
"1216",202070,"Tony Gaffney"
"1217",101184,"Deng Gai"
"1218",76769,"Elmer R. Gainer"
"1219",76770,"Corey Gaines"
"1220",2558,"Reece Gaines"
"1221",202178,"Sundiata Gaines"
"1222",76771,"Mike Gale"
"1223",76772,"Chad Gallagher"
"1224",76773,"Harry Gallatin"
"1225",201568,"Danilo Gallinari"
"1226",204038,"Langston Galloway"
"1227",76774,"Dave Gambee"
"1228",333,"Kevin Gamble"
"1229",76776,"Bob Gantt"
"1230",200816,"Jorge Garbajosa"
"1231",2092,"Ruben Garces"
"1232",2682,"Alex Garcia"
"1233",101128,"Francisco Garcia"
"1234",76778,"Earl Gardner"
"1235",201242,"Thomas Gardner"
"1236",76779,"Vern Gardner"
"1237",76780,"Jack Garfinkel"
"1238",76781,"Gary Garland"
"1239",76782,"Winston Garland"
"1240",76783,"Dick Garmaker"
"1241",1612,"Chris Garner"
"1242",76785,"Bill Garnett"
"1243",708,"Kevin Garnett"
"1244",1831,"Marlon Garnett"
"1245",76786,"Calvin Garrett"
"1246",1051,"Dean Garrett"
"1247",203197,"Diante Garrett"
"1248",76788,"Eldo Garrett"
"1249",76789,"Rowland Garrett"
"1250",76790,"Tom Garrick"
"1251",76791,"John Garris"
"1252",1619,"Kiwane Garris"
"1253",1727,"Pat Garrity"
"1254",76793,"Jim Garvin"
"1255",201188,"Marc Gasol"
"1256",2200,"Pau Gasol"
"1257",76794,"Frank Gates"
"1258",423,"Chris Gatling"
"1259",930,"Kenny Gattison"
"1260",200752,"Rudy Gay"
"1261",76797,"Ed Gayda"
"1262",1845,"Andrew Gaze"
"1263",1627771,"Michael Gbinije"
"1264",1002,"Reggie Geary"
"1265",202087,"Alonzo Gee"
"1266",761,"Matt Geiger"
"1267",101153,"Mickael Gelabale"
"1268",1904,"Devean George"
"1269",76800,"Jack George"
"1270",202331,"Paul George"
"1271",76801,"Tate George"
"1272",76802,"Gus Gerard"
"1273",76803,"Derrick Gervin"
"1274",76804,"George Gervin"
"1275",76805,"Gorham Getchell"
"1276",76806,"John Gianelli"
"1277",76807,"Dick Gibbs"
"1278",200789,"Daniel Gibson"
"1279",76808,"Dee Gibson"
"1280",76809,"Mel Gibson"
"1281",76810,"Mike Gibson"
"1282",201959,"Taj Gibson"
"1283",76811,"Ward Gibson"
"1284",201592,"J.R. Giddens"
"1285",201821,"Trey Gilder"
"1286",2109,"Eddie Gill"
"1287",383,"Kendall Gill"
"1288",76812,"Ben Gillery"
"1289",76813,"Gene Gillette"
"1290",288,"Armen Gilliam"
"1291",76815,"Herm Gilliam"
"1292",600014,"Artis Gilmore"
"1293",76817,"Walt Gilmore"
"1294",76818,"Chuck Gilmur"
"1295",1938,"Manu Ginobili"
"1296",1921,"Gordan Giricek"
"1297",76819,"Jack Givens"
"1298",202148,"Mickell Gladness"
"1299",76820,"George Glamack"
"1300",76821,"Gerald Glass"
"1301",76822,"Mike Glenn"
"1302",76823,"Norman Glick"
"1303",76824,"Georgi Glouchkov"
"1304",76825,"Clarence Glover"
"1305",1901,"Dion Glover"
"1306",2601,"Andreas Glyniadakis"
"1307",76826,"Mike Gminski"
"1308",203497,"Rudy Gobert"
"1309",76827,"Dan Godfread"
"1310",76828,"Tom Gola"
"1311",76829,"Ben Goldfaden"
"1312",924,"Anthony Goldwire"
"1313",101155,"Ryan Gomes"
"1314",76830,"Glen Gondrezick"
"1315",76831,"Grant Gondrezick"
"1316",2400,"Drew Gooden"
"1317",76832,"Gail Goodrich"
"1318",1864,"Steve Goodrich"
"1319",203462,"Archie Goodwin"
"1320",76833,"Wilfred Goodwin"
"1321",203932,"Aaron Gordon"
"1322",2732,"Ben Gordon"
"1323",204079,"Drew Gordon"
"1324",201569,"Eric Gordon"
"1325",76834,"Lancaster Gordon"
"1326",76835,"Paul Gordon"
"1327",101162,"Marcin Gortat"
"1328",76836,"Leo Gottlieb"
"1329",202726,"Andrew Goudelock"
"1330",76837,"Bato Govedarica"
"1331",76838,"Joe Graboski"
"1332",76839,"Ricky Grace"
"1333",37,"Greg Graham"
"1334",101121,"Joey Graham"
"1335",76843,"Mal Graham"
"1336",76841,"Orlando Graham"
"1337",76842,"Paul Graham"
"1338",101211,"Stephen Graham"
"1339",1626203,"Treveon Graham"
"1340",76844,"Jim Grandholm"
"1341",97,"Ronnie Grandison"
"1342",101122,"Danny Granger"
"1343",76847,"Stewart Granger"
"1344",258,"Brian Grant"
"1345",76850,"Bud Grant"
"1346",202,"Gary Grant"
"1347",285,"Greg Grant"
"1348",265,"Harvey Grant"
"1349",270,"Horace Grant"
"1350",203924,"Jerami Grant"
"1351",1626170,"Jerian Grant"
"1352",76852,"Josh Grant"
"1353",1514,"Paul Grant"
"1354",76853,"Travis Grant"
"1355",76854,"Don Grate"
"1356",76855,"Butch Graves"
"1357",201189,"Aaron Gray"
"1358",1070,"Devin Gray"
"1359",1516,"Ed Gray"
"1360",1026,"Evric Gray"
"1361",76859,"Gary Gray"
"1362",76860,"Leonard Gray"
"1363",76861,"Stuart Gray"
"1364",76862,"Sylvester Gray"
"1365",76863,"Wyndol Gray"
"1366",81,"Jeff Grayer"
"1367",76865,"Bob Greacen"
"1368",920,"A.C. Green"
"1369",201980,"Danny Green"
"1370",101209,"Devin Green"
"1371",203110,"Draymond Green"
"1372",203475,"Erick Green"
"1373",101123,"Gerald Green"
"1374",203210,"JaMychal Green"
"1375",201145,"Jeff Green"
"1376",76867,"Johnny Green"
"1377",76868,"Ken Green"
"1378",76869,"Kenny Green"
"1379",600011,"Lamar Green"
"1380",1036,"Litterial Green"
"1381",76872,"Luther Green"
"1382",76873,"Mike Green"
"1383",76874,"Rickey Green"
"1384",76875,"Sean Green"
"1385",76877,"Si Green"
"1386",76876,"Sidney Green"
"1387",76878,"Steve Green"
"1388",201192,"Taurean Green"
"1389",76879,"Tommy Green"
"1390",2584,"Willie Green"
"1391",201590,"Donte Greene"
"1392",101158,"Orien Greene"
"1393",76880,"Jerry Greenspan"
"1394",76881,"David Greenwood"
"1395",76882,"Hal Greer"
"1396",2696,"Lynn Greer"
"1397",76883,"Gary Gregor"
"1398",76884,"Claude Gregory"
"1399",76885,"John Greig"
"1400",76886,"Norm Grekin"
"1401",76887,"Kevin Grevey"
"1402",1559,"Adrian Griffin"
"1403",201933,"Blake Griffin"
"1404",2204,"Eddie Griffin"
"1405",76888,"Greg Griffin"
"1406",76889,"Paul Griffin"
"1407",201981,"Taylor Griffin"
"1408",76890,"Darrell Griffith"
"1409",76891,"Chuck Grigsby"
"1410",1575,"Derek Grimm"
"1411",76893,"George Grimshaw"
"1412",76894,"Dick Groat"
"1413",76895,"Bob Gross"
"1414",76896,"Jerry Grote"
"1415",76897,"Alex Groza"
"1416",101219,"Anthony Grundy"
"1417",76899,"Ernie Grunfeld"
"1418",76900,"Gene Guarilia"
"1419",76901,"Petur Gudmundsson"
"1420",76902,"Richie Guerin"
"1421",339,"Tom Gugliotta"
"1422",76903,"Andres Guibert"
"1423",76904,"Jay Guidinger"
"1424",76905,"Coulby Gunther"
"1425",76906,"Dave Gunther"
"1426",76907,"Al Guokas"
"1427",76908,"Matt Guokas"
"1428",76909,"Matt Guokas"
"1429",203268,"Jorge Gutierrez"
"1430",2062,"A.J. Guyton"
"1431",76910,"Rudy Hackett"
"1432",201632,"Hamed Haddadi"
"1433",76911,"Scott Haffner"
"1434",76912,"Cliff Hagan"
"1435",76913,"Glenn Hagan"
"1436",76914,"Bob Hahn"
"1437",76915,"Al Hairston"
"1438",76916,"Happy Hairston"
"1439",76917,"Lindsay Hairston"
"1440",201612,"Malik Hairston"
"1441",203798,"PJ Hairston"
"1442",2409,"Marcus Haislip"
"1443",76918,"Chuck Halbert"
"1444",76919,"Harvey Halbrook"
"1445",76920,"Bruce Hale"
"1446",917,"Jack Haley"
"1447",76922,"Shaler Halimon"
"1448",200837,"Mike Hall"
"1449",76923,"Jeff Halliburton"
"1450",1032,"Darvin Ham"
"1451",984,"Steve Hamer"
"1452",76925,"Dale Hamilton"
"1453",76926,"Dennis Hamilton"
"1454",202706,"Jordan Hamilton"
"1455",203120,"Justin Hamilton"
"1456",76927,"Ralph Hamilton"
"1457",1888,"Richard Hamilton"
"1458",76928,"Roylee Hamilton"
"1459",76929,"Steve Hamilton"
"1460",2347,"Tang Hamilton"
"1461",676,"Thomas Hamilton"
"1462",1985,"Zendon Hamilton"
"1463",903,"Geert Hammink"
"1464",67,"Tom Hammonds"
"1465",1627773,"AJ Hammons"
"1466",241,"Darrin Hancock"
"1467",1052,"Ben Handlogten"
"1468",76935,"Cecil Hankins"
"1469",76936,"Phil Hankinson"
"1470",76937,"Alex Hannum"
"1471",76938,"Don Hanrahan"
"1472",76939,"Rollen Hans"
"1473",203162,"Ben Hansbrough"
"1474",201946,"Tyler Hansbrough"
"1475",76942,"Bob Hansen"
"1476",76940,"Glenn Hansen"
"1477",76941,"Lars Hansen"
"1478",2580,"Travis Hansen"
"1479",1682,"Reggie Hanson"
"1480",76944,"Bill Hanzlik"
"1481",202376,"Luke Harangody"
"1482",358,"Anfernee Hardaway"
"1483",896,"Tim Hardaway"
"1484",203501,"Tim Hardaway Jr."
"1485",201935,"James Harden"
"1486",76945,"Reggie Harding"
"1487",76946,"Charlie Hardnett"
"1488",76947,"Alan Hardy"
"1489",76948,"James Hardy"
"1490",76949,"John Hargis"
"1491",203090,"Maurice Harkless"
"1492",76950,"Jerry Harkness"
"1493",76951,"Skip Harlicka"
"1494",76952,"Jerome Harmon"
"1495",157,"Derek Harper"
"1496",202712,"Justin Harper"
"1497",76954,"Mike Harper"
"1498",166,"Ron Harper"
"1499",1723,"Matt Harpring"
"1500",1626149,"Montrezl Harrell"
"1501",202725,"Josh Harrellson"
"1502",2492,"Adam Harrington"
"1503",1733,"Al Harrington"
"1504",2454,"Junior Harrington"
"1505",970,"Othella Harrington"
"1506",76956,"Art Harris"
"1507",76957,"Bernie Harris"
"1508",76959,"Bob Harris"
"1509",76958,"Chris Harris"
"1510",2734,"Devin Harris"
"1511",203548,"Elias Harris"
"1512",203914,"Gary Harris"
"1513",203925,"Joe Harris"
"1514",446,"Lucious Harris"
"1515",202412,"Manny Harris"
"1516",200839,"Michael Harris"
"1517",76960,"Steve Harris"
"1518",202227,"Terrel Harris"
"1519",202699,"Tobias Harris"
"1520",76961,"Tony Harris"
"1521",1626151,"Aaron Harrison"
"1522",1626150,"Andrew Harrison"
"1523",76962,"Bob Harrison"
"1524",2758,"David Harrison"
"1525",2078,"Jason Hart"
"1526",176,"Antonio Harvey"
"1527",2051,"Donnell Harvey"
"1528",202238,"Kenny Hasbrouck"
"1529",321,"Scott Haskin"
"1530",76965,"Clem Haskins"
"1531",2617,"Udonis Haslem"
"1532",2239,"Trenton Hassell"
"1533",76967,"Billy Hassett"
"1534",76966,"Joey Hassett"
"1535",76968,"Scott Hastings"
"1536",2213,"Kirk Haston"
"1537",76969,"Vern Hatton"
"1538",76970,"John Havlicek"
"1539",201150,"Spencer Hawes"
"1540",76971,"Steve Hawes"
"1541",76972,"Connie Hawkins"
"1542",765,"Hersey Hawkins"
"1543",1038,"Juaquin Hawkins"
"1544",76974,"Marshall Hawkins"
"1545",1138,"Michael Hawkins"
"1546",76975,"Robert Hawkins"
"1547",76977,"Tom Hawkins"
"1548",76978,"Nate Hawthorne"
"1549",101236,"Charles Hayes"
"1550",76979,"Elvin Hayes"
"1551",2553,"Jarvis Hayes"
"1552",76980,"Steve Hayes"
"1553",202330,"Gordon Hayward"
"1554",202351,"Lazar Hayward"
"1555",2217,"Brendan Haywood"
"1556",76981,"Spencer Haywood"
"1557",76982,"John W. Hazen"
"1558",76983,"Walt Hazzard"
"1559",101129,"Luther Head"
"1560",1049,"Shane Heal"
"1561",76984,"Brian Heaney"
"1562",76985,"Garfield Heard"
"1563",76986,"Herm Hedderick"
"1564",76987,"Alvin Heggs"
"1565",76988,"Tom Heinsohn"
"1566",76989,"Dick Hemric"
"1567",673,"Alan Henderson"
"1568",1538,"Cedric Henderson"
"1569",76990,"Cedric Henderson"
"1570",76991,"Dave Henderson"
"1571",76993,"Gerald Henderson"
"1572",201945,"Gerald Henderson"
"1573",1764,"J.R. Henderson"
"1574",76992,"Jerome Henderson"
"1575",76994,"Kevin Henderson"
"1576",76996,"Tom Henderson"
"1577",971,"Mark Hendrickson"
"1578",76998,"Larry Hennessy"
"1579",76999,"Don Henriksen"
"1580",77000,"Al Henry"
"1581",77004,"Bill Henry"
"1582",77001,"Carl Henry"
"1583",77002,"Conner Henry"
"1584",77003,"Skeeter Henry"
"1585",202333,"Xavier Henry"
"1586",203089,"John Henson"
"1587",1667,"Steve Henson"
"1588",77006,"Bill Herman"
"1589",77007,"Clarence Hermsen"
"1590",1627823,"Juan Hernangomez"
"1591",1626195,"Willy Hernangomez"
"1592",1914,"Chris Herren"
"1593",61,"Carl Herrera"
"1594",200835,"Walter Herrmann"
"1595",77010,"Keith Herron"
"1596",77011,"Sidney Hertzberg"
"1597",77012,"Fred Hetzel"
"1598",77013,"Bill Hewitt"
"1599",77014,"Jack Hewson"
"1600",77015,"Art Heyman"
"1601",1626209,"Mario Hezonja"
"1602",201579,"Roy Hibbert"
"1603",77016,"Matthew Hickey"
"1604",77017,"Phil Hicks"
"1605",201581,"JJ Hickson"
"1606",1627741,"Buddy Hield"
"1607",202809,"Cory Higgins"
"1608",1848,"Mike Higgins"
"1609",77019,"Rod Higgins"
"1610",925,"Sean Higgins"
"1611",77021,"Kenny Higgs"
"1612",77022,"Johnny High"
"1613",77023,"Wayne Hightower"
"1614",2403,"Nene"
"1615",77024,"Armond Hill"
"1616",77025,"Cleo Hill"
"1617",77026,"Gary Hill"
"1618",201588,"George Hill"
"1619",255,"Grant Hill"
"1620",201195,"Herbert Hill"
"1621",201941,"Jordan Hill"
"1622",203524,"Solomon Hill"
"1623",201631,"Steven Hill"
"1624",238,"Tyrone Hill"
"1625",77027,"Art Hillhouse"
"1626",1626199,"Darrun Hilliard"
"1627",77028,"Darnell Hillman"
"1628",77029,"Fred Hilton"
"1629",2550,"Kirk Hinrich"
"1630",77030,"Roy Hinson"
"1631",77031,"Mel Hirsch"
"1632",77032,"Lew Hitch"
"1633",200823,"Robert Hite"
"1634",202359,"Darington Hobson"
"1635",1106,"Donald Hodge"
"1636",101125,"Julius Hodge"
"1637",77034,"Craig Hodges"
"1638",77035,"Adolph Hoefer"
"1639",77036,"Bear, The Body Hoffman"
"1640",77037,"Bob Hogsett"
"1641",77038,"Paul Hogue"
"1642",697,"Fred Hoiberg"
"1643",77039,"Doug Holcomb"
"1644",2450,"Randy Holcomb"
"1645",201950,"Jrue Holiday"
"1646",203200,"Justin Holiday"
"1647",77040,"Brad Holland"
"1648",77041,"Joe Holland"
"1649",204066,"John Holland"
"1650",77042,"Wilbur Holland"
"1651",77043,"Lionel Hollins"
"1652",200797,"Ryan Hollins"
"1653",77044,"Essie Hollis"
"1654",1626178,"Rondae Hollis-Jefferson"
"1655",1626158,"Richaun Holmes"
"1656",77045,"Jim Holstein"
"1657",77046,"Alvin Holt"
"1658",77047,"Michael Holton"
"1659",77048,"Dick Holub"
"1660",77049,"Joe Holup"
"1661",77050,"Red Holzman"
"1662",1532,"Jerald Honeycutt"
"1663",202715,"Tyler Honeycutt"
"1664",1967,"Derek Hood"
"1665",203918,"Rodney Hood"
"1666",77051,"Tom Hoover"
"1667",77052,"Bob Hopkins"
"1668",77053,"Dave Hoppen"
"1669",77054,"Dennis Hopson"
"1670",203816,"Scotty Hopson"
"1671",77055,"Johnny Horan"
"1672",77056,"Cedrick Hordges"
"1673",201143,"Al Horford"
"1674",77057,"Tito Horford"
"1675",77058,"Ron Horn"
"1676",204,"Jeff Hornacek"
"1677",202862,"Dennis Horner"
"1678",109,"Robert Horry"
"1679",77060,"Ed Horton"
"1680",77061,"Wilmer Hosket"
"1681",77062,"Bob Houbregs"
"1682",1627863,"Danuel House"
"1683",2067,"Eddie House"
"1684",275,"Allan Houston"
"1685",780,"Byron Houston"
"1686",77064,"Tom Hovasse"
"1687",77065,"Brian Howard"
